Frecuencia,Magnitud,Unnamed: 2,Latitude,Longitude,Altitude_m,Location,Unnamed: 3,Unnamed: 4
"869123809,52381","72,3227615356445",,7.141848,-73.11944,1008.3,,,
"869144444,444444","70,3451614379883",,7.141848,-73.11944,1008.3,,,
"869165079,365079","72,5058746337891",,7.141848,-73.11944,1008.3,,,
"869185714,285714","72,6401596069336",,7.141848,-73.11944,1008.3,,,
"869206349,206349","71,1996841430664",,7.141848,-73.11944,1008.3,,,
"869226984,126984","70,5587921142578",,7.141848,-73.11944,1008.3,,,
"869247619,047619","72,4997711181641",,7.141848,-73.11944,1008.3,,,
"869268253,968254","71,90771484375",,7.141848,-73.11944,1008.3,,,
"869288888,888889","71,3705825805664",,7.141848,-73.11944,1008.3,,,
"869309523,809524","70,9494323730469",,7.141848,-73.11944,1008.3,,,
"869330158,730159","72,4021148681641",,7.141848,-73.11944,1008.3,,,
"869350793,650794","73,8914184570313",,7.141848,-73.11944,1008.3,,,
"869371428,571429","75,6065521240234",,7.141848,-73.11944,1008.3,,,
"869392063,492064","75,3563003540039",,7.141848,-73.11944,1008.3,,,
"869412698,412698","73,0674133300781",,7.141848,-73.11944,1008.3,,,
"869433333,333333","75,1304702758789",,7.141848,-73.11944,1008.3,,,
"869453968,253968","72,5669097900391",,7.141848,-73.11944,1008.3,,,
"869474603,174603","71,2973403930664",,7.141848,-73.11944,1008.3,,,
"869495238,095238","71,4865570068359",,7.141848,-73.11944,1008.3,,,
"869515873,015873","73,9158325195313",,7.141848,-73.11944,1008.3,,,
"869536507,936508","72,4875640869141",,7.141848,-73.11944,1008.3,,,
"869557142,857143","73,8181686401367",,7.141848,-73.11944,1008.3,,,
"869577777,777778","73,5007781982422",,7.141848,-73.11944,1008.3,,,
"869598412,698413","72,9819641113281",,7.141848,-73.11944,1008.3,,,
"869619047,619048","71,8100509643555",,7.141848,-73.11944,1008.3,,,
"869639682,539683","73,7449264526367",,7.141848,-73.11944,1008.3,,,
"869660317,460317","72,9087219238281",,7.141848,-73.11944,1008.3,,,
"869680952,380952","71,2729263305664",,7.141848,-73.11944,1008.3,,,
"869701587,301587","73,4763641357422",,7.141848,-73.11944,1008.3,,,
"869722222,222222","73,5129852294922",,7.141848,-73.11944,1008.3,,,
"869742857,142857","72,8904113769531",,7.141848,-73.11944,1008.3,,,
"869763492,063492","73,3481826782227",,7.141848,-73.11944,1008.3,,,
"869784126,984127","73,3664932250977",,7.141848,-73.11944,1008.3,,,
"869804761,904762","71,4316253662109",,7.141848,-73.11944,1008.3,,,
"869825396,825397","74,0379028320313",,7.141848,-73.11944,1008.3,,,
"869846031,746032","73,4031219482422",,7.141848,-73.11944,1008.3,,,
"869866666,666667","71,999267578125",,7.141848,-73.11944,1008.3,,,
"869887301,587302","72,0908203125",,7.141848,-73.11944,1008.3,,,
"869907936,507936","76,0216064453125",,7.141848,-73.11944,1008.3,,,
"869928571,428571","77,1691055297852",,7.141848,-73.11944,1008.3,,,
"869949206,349206","75,704216003418",,7.141848,-73.11944,1008.3,,,
"869969841,269841","77,4681854248047",,7.141848,-73.11944,1008.3,,,
"869990476,190476","78,8781433105469",,7.141848,-73.11944,1008.3,,,
"870011111,111111","78,0785522460938",,7.141848,-73.11944,1008.3,,,
"870031746,031746","78,3959503173828",,7.141848,-73.11944,1008.3,,,
"870052380,952381","76,332893371582",,7.141848,-73.11944,1008.3,,,
"870073015,873016","76,7357406616211",,7.141848,-73.11944,1008.3,,,
"870093650,793651","76,1131591796875",,7.141848,-73.11944,1008.3,,,
"870114285,714286","75,3807220458984",,7.141848,-73.11944,1008.3,,,
"870134920,634921","72,3227615356445",,7.141848,-73.11944,1008.3,,,
"870155555,555556","73,4153289794922",,7.141848,-73.11944,1008.3,,,
"870176190,47619","72,6645736694336",,7.141848,-73.11944,1008.3,,,
"870196825,396825","73,2505264282227",,7.141848,-73.11944,1008.3,,,
"870217460,31746","72,3471755981445",,7.141848,-73.11944,1008.3,,,
"870238095,238095","73,5251922607422",,7.141848,-73.11944,1008.3,,,
"870258730,15873","73,3664932250977",,7.141848,-73.11944,1008.3,,,
"870279365,079365","73,8608932495117",,7.141848,-73.11944,1008.3,,,
870300000,"73,7754440307617",,7.141848,-73.11944,1008.3,,,
"870320634,920635","72,8904113769531",,7.141848,-73.11944,1008.3,,,
"870341269,84127","73,8669967651367",,7.141848,-73.11944,1008.3,,,
"870361904,761905","73,4031219482422",,7.141848,-73.11944,1008.3,,,
"870382539,68254","73,5190887451172",,7.141848,-73.11944,1008.3,,,
"870403174,603175","73,7266159057617",,7.141848,-73.11944,1008.3,,,
"870423809,52381","72,2312088012695",,7.141848,-73.11944,1008.3,,,
"870444444,444444","74,0806274414063",,7.141848,-73.11944,1008.3,,,
"870465079,365079","72,8843078613281",,7.141848,-73.11944,1008.3,,,
"870485714,285714","70,4794464111328",,7.141848,-73.11944,1008.3,,,
"870506349,206349","71,3827972412109",,7.141848,-73.11944,1008.3,,,
"870526984,126984","72,2800369262695",,7.141848,-73.11944,1008.3,,,
"870547619,047619","70,7174911499023",,7.141848,-73.11944,1008.3,,,
"870568253,968254","72,5363922119141",,7.141848,-73.11944,1008.3,,,
"870588888,888889","73,9341430664063",,7.141848,-73.11944,1008.3,,,
"870609523,809524","72,3227615356445",,7.141848,-73.11944,1008.3,,,
"870630158,730159","72,023681640625",,7.141848,-73.11944,1008.3,,,
"870650793,650794","73,4275360107422",,7.141848,-73.11944,1008.3,,,
"870671428,571429","72,6706771850586",,7.141848,-73.11944,1008.3,,,
"870692063,492064","72,5180816650391",,7.141848,-73.11944,1008.3,,,
"870712698,412698","71,3827972412109",,7.141848,-73.11944,1008.3,,,
"870733333,333333","73,1223449707031",,7.141848,-73.11944,1008.3,,,
"870753968,253968","72,2678298950195",,7.141848,-73.11944,1008.3,,,
"870774603,174603","72,6035308837891",,7.141848,-73.11944,1008.3,,,
"870795238,095238","71,4316253662109",,7.141848,-73.11944,1008.3,,,
"870815873,015873","72,4814605712891",,7.141848,-73.11944,1008.3,,,
"870836507,936508","72,4082183837891",,7.141848,-73.11944,1008.3,,,
"870857142,857143","72,2128982543945",,7.141848,-73.11944,1008.3,,,
"870877777,777778","73,3481826782227",,7.141848,-73.11944,1008.3,,,
"870898412,698413","74,9412536621094",,7.141848,-73.11944,1008.3,,,
"870919047,619048","72,5669097900391",,7.141848,-73.11944,1008.3,,,
"870939682,539683","74,1294631958008",,7.141848,-73.11944,1008.3,,,
"870960317,460317","73,5373992919922",,7.141848,-73.11944,1008.3,,,
"870980952,380952","70,6320419311523",,7.141848,-73.11944,1008.3,,,
"871001587,301587","72,8354721069336",,7.141848,-73.11944,1008.3,,,
"871022222,222222","72,7317123413086",,7.141848,-73.11944,1008.3,,,
"871042857,142857","72,8110580444336",,7.141848,-73.11944,1008.3,,,
"871063492,063492","74,0806274414063",,7.141848,-73.11944,1008.3,,,
"871084126,984127","72,9514465332031",,7.141848,-73.11944,1008.3,,,
"871104761,904762","72,9270324707031",,7.141848,-73.11944,1008.3,,,
"871125396,825397","71,8466720581055",,7.141848,-73.11944,1008.3,,,
"871146031,746032","73,0246887207031",,7.141848,-73.11944,1008.3,,,
"871166666,666667","73,2810440063477",,7.141848,-73.11944,1008.3,,,
"871187301,587302","73,4885711669922",,7.141848,-73.11944,1008.3,,,
"871207936,507936","74,0317993164063",,7.141848,-73.11944,1008.3,,,
"871228571,428571","72,9514465332031",,7.141848,-73.11944,1008.3,,,
