puntos_validos,MAE_dB,RMSE_dB,Bias_dB,STD_error_dB,correccion_global_dB,n_logdistance,sigma_shadowing_dB,maxExtraLoss_dB,azimut_TX_deg,useBuildings,frecuencia_MHz,visualMode,measurementInfluenceRadius_m,measurementCorridorRadius_m,residualIDWPower,residualMaxRadius_m
8,5.33186236233466,6.17198617650837,-3.5527136788005e-15,6.59813076239977,1.90462708277706,2,2,9,290,1,101.7,hybrid,72,52,2.2,190
