Frecuencia,Magnitud,Unnamed: 2,Latitude,Longitude,Altitude_m,Location,Unnamed: 3,Unnamed: 4
460000000,55.3971977233887,,7.140712,-73.11733,1011.2,,,
460031746.031746,55.3971977233887,,7.140712,-73.11733,1011.2,,,
460063492.063492,53.1876564025879,,7.140712,-73.11733,1011.2,,,
460095238.095238,54.9089012145996,,7.140712,-73.11733,1011.2,,,
460126984.126984,55.970947265625,,7.140712,-73.11733,1011.2,,,
460158730.15873,55.0187683105469,,7.140712,-73.11733,1011.2,,,
460190476.190476,54.3168449401855,,7.140712,-73.11733,1011.2,,,
460222222.222222,55.8610801696777,,7.140712,-73.11733,1011.2,,,
460253968.253968,54.8295555114746,,7.140712,-73.11733,1011.2,,,
460285714.285714,55.3910942077637,,7.140712,-73.11733,1011.2,,,
460317460.31746,55.2446060180664,,7.140712,-73.11733,1011.2,,,
460349206.349206,55.6718635559082,,7.140712,-73.11733,1011.2,,,
460380952.380952,52.9862365722656,,7.140712,-73.11733,1011.2,,,
460412698.412698,53.5416717529297,,7.140712,-73.11733,1011.2,,,
460444444.444444,53.584400177002,,7.140712,-73.11733,1011.2,,,
460476190.47619,53.0900001525879,,7.140712,-73.11733,1011.2,,,
460507936.507937,54.9394226074219,,7.140712,-73.11733,1011.2,,,
460539682.539683,53.3829765319824,,7.140712,-73.11733,1011.2,,,
460571428.571429,55.0920143127441,,7.140712,-73.11733,1011.2,,,
460603174.603175,56.1113319396973,,7.140712,-73.11733,1011.2,,,
460634920.634921,53.8773765563965,,7.140712,-73.11733,1011.2,,,
460666666.666667,55.6535530090332,,7.140712,-73.11733,1011.2,,,
460698412.698413,53.7980270385742,,7.140712,-73.11733,1011.2,,,
460730158.730159,53.7675094604492,,7.140712,-73.11733,1011.2,,,
460761904.761905,53.1144142150879,,7.140712,-73.11733,1011.2,,,
460793650.793651,54.3961906433105,,7.140712,-73.11733,1011.2,,,
460825396.825397,54.5182647705078,,7.140712,-73.11733,1011.2,,,
460857142.857143,55.2812271118164,,7.140712,-73.11733,1011.2,,,
460888888.888889,54.2924270629883,,7.140712,-73.11733,1011.2,,,
460920634.920635,66.1824417114258,,7.140712,-73.11733,1011.2,,,
460952380.952381,68.4713287353516,,7.140712,-73.11733,1011.2,,,
460984126.984127,64.4123687744141,,7.140712,-73.11733,1011.2,,,
461015873.015873,55.3666801452637,,7.140712,-73.11733,1011.2,,,
461047619.047619,54.115421295166,,7.140712,-73.11733,1011.2,,,
461079365.079365,54.9272117614746,,7.140712,-73.11733,1011.2,,,
461111111.111111,55.958740234375,,7.140712,-73.11733,1011.2,,,
461142857.142857,54.103214263916,,7.140712,-73.11733,1011.2,,,
461174603.174603,55.1164283752441,,7.140712,-73.11733,1011.2,,,
461206349.206349,53.8712730407715,,7.140712,-73.11733,1011.2,,,
461238095.238095,54.7807235717773,,7.140712,-73.11733,1011.2,,,
461269841.269841,54.182559967041,,7.140712,-73.11733,1011.2,,,
461301587.301587,56.3493766784668,,7.140712,-73.11733,1011.2,,,
461333333.333333,55.3483695983887,,7.140712,-73.11733,1011.2,,,
461365079.365079,55.5619964599609,,7.140712,-73.11733,1011.2,,,
461396825.396825,53.608814239502,,7.140712,-73.11733,1011.2,,,
461428571.428571,53.9506225585938,,7.140712,-73.11733,1011.2,,,
461460317.460317,55.0981178283691,,7.140712,-73.11733,1011.2,,,
461492063.492063,54.182559967041,,7.140712,-73.11733,1011.2,,,
461523809.52381,53.7858200073242,,7.140712,-73.11733,1011.2,,,
461555555.555556,54.4450225830078,,7.140712,-73.11733,1011.2,,,
461587301.587302,53.8529624938965,,7.140712,-73.11733,1011.2,,,
461619047.619048,53.8651695251465,,7.140712,-73.11733,1011.2,,,
461650793.650794,52.3941764831543,,7.140712,-73.11733,1011.2,,,
461682539.68254,55.6291389465332,,7.140712,-73.11733,1011.2,,,
461714285.714286,54.0299682617188,,7.140712,-73.11733,1011.2,,,
461746031.746032,54.8844871520996,,7.140712,-73.11733,1011.2,,,
461777777.777778,53.1510353088379,,7.140712,-73.11733,1011.2,,,
461809523.809524,57.0146789550781,,7.140712,-73.11733,1011.2,,,
461841269.84127,55.0676002502441,,7.140712,-73.11733,1011.2,,,
461873015.873016,54.152042388916,,7.140712,-73.11733,1011.2,,,
461904761.904762,55.6962814331055,,7.140712,-73.11733,1011.2,,,
461936507.936508,55.8732872009277,,7.140712,-73.11733,1011.2,,,
461968253.968254,54.8722801208496,,7.140712,-73.11733,1011.2,,,
462000000,53.9994506835938,,7.140712,-73.11733,1011.2,,,
462031746.031746,53.9567260742188,,7.140712,-73.11733,1011.2,,,
462063492.063492,55.6413459777832,,7.140712,-73.11733,1011.2,,,
462095238.095238,55.2812271118164,,7.140712,-73.11733,1011.2,,,
462126984.126984,53.621021270752,,7.140712,-73.11733,1011.2,,,
462158730.15873,54.0055541992188,,7.140712,-73.11733,1011.2,,,
462190476.190476,53.2731094360352,,7.140712,-73.11733,1011.2,,,
462222222.222222,55.9892578125,,7.140712,-73.11733,1011.2,,,
462253968.253968,54.2252883911133,,7.140712,-73.11733,1011.2,,,
462285714.285714,53.0472717285156,,7.140712,-73.11733,1011.2,,,
462317460.31746,53.8895835876465,,7.140712,-73.11733,1011.2,,,
462349206.349206,54.164249420166,,7.140712,-73.11733,1011.2,,,
462380952.380952,55.2812271118164,,7.140712,-73.11733,1011.2,,,
462412698.412698,54.6037178039551,,7.140712,-73.11733,1011.2,,,
462444444.444444,53.3158378601074,,7.140712,-73.11733,1011.2,,,
462476190.47619,55.0248718261719,,7.140712,-73.11733,1011.2,,,
462507936.507937,55.6718635559082,,7.140712,-73.11733,1011.2,,,
462539682.539683,53.9506225585938,,7.140712,-73.11733,1011.2,,,
462571428.571429,52.5528717041016,,7.140712,-73.11733,1011.2,,,
462603174.603175,54.152042388916,,7.140712,-73.11733,1011.2,,,
462634920.634921,56.7339096069336,,7.140712,-73.11733,1011.2,,,
462666666.666667,55.5253753662109,,7.140712,-73.11733,1011.2,,,
462698412.698413,53.8590660095215,,7.140712,-73.11733,1011.2,,,
462730158.730159,55.7756271362305,,7.140712,-73.11733,1011.2,,,
462761904.761905,53.3402519226074,,7.140712,-73.11733,1011.2,,,
462793650.793651,54.9333152770996,,7.140712,-73.11733,1011.2,,,
462825396.825397,53.9139976501465,,7.140712,-73.11733,1011.2,,,
462857142.857143,54.3229484558105,,7.140712,-73.11733,1011.2,,,
462888888.888889,53.9933471679688,,7.140712,-73.11733,1011.2,,,
462920634.920635,53.5477752685547,,7.140712,-73.11733,1011.2,,,
462952380.952381,54.0482788085938,,7.140712,-73.11733,1011.2,,,
462984126.984127,54.3473625183105,,7.140712,-73.11733,1011.2,,,
463015873.015873,55.1713600158691,,7.140712,-73.11733,1011.2,,,
463047619.047619,54.115421295166,,7.140712,-73.11733,1011.2,,,
463079365.079365,54.7563095092773,,7.140712,-73.11733,1011.2,,,
463111111.111111,53.5111541748047,,7.140712,-73.11733,1011.2,,,
463142857.142857,55.5558929443359,,7.140712,-73.11733,1011.2,,,
463174603.174603,55.6840705871582,,7.140712,-73.11733,1011.2,,,
463206349.206349,53.4928436279297,,7.140712,-73.11733,1011.2,,,
463238095.238095,54.170352935791,,7.140712,-73.11733,1011.2,,,
463269841.269841,56.3188591003418,,7.140712,-73.11733,1011.2,,,
463301587.301587,56.3921012878418,,7.140712,-73.11733,1011.2,,,
463333333.333333,56.2883377075195,,7.140712,-73.11733,1011.2,,,
463365079.365079,53.7675094604492,,7.140712,-73.11733,1011.2,,,
463396825.396825,55.1591529846191,,7.140712,-73.11733,1011.2,,,
463428571.428571,54.3412590026855,,7.140712,-73.11733,1011.2,,,
463460317.460317,55.0737037658691,,7.140712,-73.11733,1011.2,,,
463492063.492063,55.5681037902832,,7.140712,-73.11733,1011.2,,,
463523809.52381,55.6718635559082,,7.140712,-73.11733,1011.2,,,
463555555.555556,54.3656730651855,,7.140712,-73.11733,1011.2,,,
463587301.587302,53.5111541748047,,7.140712,-73.11733,1011.2,,,
463619047.619048,54.3534660339355,,7.140712,-73.11733,1011.2,,,
463650793.650794,54.3168449401855,,7.140712,-73.11733,1011.2,,,
463682539.68254,54.7929306030273,,7.140712,-73.11733,1011.2,,,
463714285.714286,54.0238647460938,,7.140712,-73.11733,1011.2,,,
463746031.746032,54.3107376098633,,7.140712,-73.11733,1011.2,,,
463777777.777778,54.7379989624023,,7.140712,-73.11733,1011.2,,,
463809523.809524,54.8112411499023,,7.140712,-73.11733,1011.2,,,
463841269.84127,54.8234519958496,,7.140712,-73.11733,1011.2,,,
463873015.873016,54.6037178039551,,7.140712,-73.11733,1011.2,,,
463904761.904762,55.5314788818359,,7.140712,-73.11733,1011.2,,,
463936507.936508,55.7206954956055,,7.140712,-73.11733,1011.2,,,
463968253.968254,54.7990341186523,,7.140712,-73.11733,1011.2,,,
464000000,55.0431823730469,,7.140712,-73.11733,1011.2,,,
464031746.031746,55.9404296875,,7.140712,-73.11733,1011.2,,,
464063492.063492,53.4745330810547,,7.140712,-73.11733,1011.2,,,
464095238.095238,52.9374046325684,,7.140712,-73.11733,1011.2,,,
464126984.126984,56.4714508056641,,7.140712,-73.11733,1011.2,,,
464158730.15873,54.7502059936523,,7.140712,-73.11733,1011.2,,,
464190476.190476,54.133731842041,,7.140712,-73.11733,1011.2,,,
464222222.222222,54.3839836120605,,7.140712,-73.11733,1011.2,,,
464253968.253968,55.2629165649414,,7.140712,-73.11733,1011.2,,,
464285714.285714,55.0065612792969,,7.140712,-73.11733,1011.2,,,
464317460.31746,53.8163414001465,,7.140712,-73.11733,1011.2,,,
464349206.349206,53.7308883666992,,7.140712,-73.11733,1011.2,,,
464380952.380952,54.0299682617188,,7.140712,-73.11733,1011.2,,,
464412698.412698,55.3178520202637,,7.140712,-73.11733,1011.2,,,
